two_theta_deg,intensity_counts
2.856000e+001,6.500000e+001
2.858000e+001,6.900000e+001
2.860000e+001,5.000000e+001
2.862000e+001,7.200000e+001
2.864000e+001,6.400000e+001
2.866000e+001,7.700000e+001
2.868000e+001,6.800000e+001
2.870000e+001,6.900000e+001
2.872000e+001,7.200000e+001
2.874000e+001,5.900000e+001
2.876000e+001,5.800000e+001
2.878000e+001,6.400000e+001
2.880000e+001,7.600000e+001
2.882000e+001,5.700000e+001
2.884000e+001,6.100000e+001
2.886000e+001,4.200000e+001
2.888000e+001,6.500000e+001
2.890000e+001,5.400000e+001
2.892000e+001,4.800000e+001
2.894000e+001,4.500000e+001
2.896000e+001,5.400000e+001
2.898000e+001,4.300000e+001
2.900000e+001,5.500000e+001
2.902000e+001,4.500000e+001
2.904000e+001,5.600000e+001
2.906000e+001,6.500000e+001
2.908000e+001,6.600000e+001
2.910000e+001,5.200000e+001
2.912000e+001,5.700000e+001
2.914000e+001,4.400000e+001
2.916000e+001,5.600000e+001
2.918000e+001,4.900000e+001
2.920000e+001,5.100000e+001
2.922000e+001,5.500000e+001
2.924000e+001,4.700000e+001
2.926000e+001,4.600000e+001
2.928000e+001,6.300000e+001
2.930000e+001,5.200000e+001
2.932000e+001,5.600000e+001
2.934000e+001,5.500000e+001
2.936000e+001,4.400000e+001
2.938000e+001,5.200000e+001
2.940000e+001,5.900000e+001
2.942000e+001,4.700000e+001
2.944000e+001,5.000000e+001
2.946000e+001,4.700000e+001
2.948000e+001,5.800000e+001
2.950000e+001,6.000000e+001
2.952000e+001,5.600000e+001
2.954000e+001,4.900000e+001
2.956000e+001,5.000000e+001
2.958000e+001,6.100000e+001
2.960000e+001,5.600000e+001
2.962000e+001,3.700000e+001
2.964000e+001,4.000000e+001
2.966000e+001,4.600000e+001
2.968000e+001,5.300000e+001
2.970000e+001,5.500000e+001
2.972000e+001,3.100000e+001
2.974000e+001,5.900000e+001
2.976000e+001,4.800000e+001
2.978000e+001,5.200000e+001
2.980000e+001,4.100000e+001
2.982000e+001,5.700000e+001
2.984000e+001,4.400000e+001
2.986000e+001,4.200000e+001
2.988000e+001,3.900000e+001
2.990000e+001,4.700000e+001
2.992000e+001,3.300000e+001
2.994000e+001,4.400000e+001
2.996000e+001,4.200000e+001
2.998000e+001,4.500000e+001
3.000000e+001,5.500000e+001
3.002000e+001,5.000000e+001
3.004000e+001,5.400000e+001
3.006000e+001,4.700000e+001
3.008000e+001,5.500000e+001
3.010000e+001,4.900000e+001
3.012000e+001,5.000000e+001
3.014000e+001,4.900000e+001
3.016000e+001,4.700000e+001
3.018000e+001,4.300000e+001
3.020000e+001,4.300000e+001
3.022000e+001,4.400000e+001
3.024000e+001,6.200000e+001
3.026000e+001,3.200000e+001
3.028000e+001,6.700000e+001
3.030000e+001,4.500000e+001
3.032000e+001,5.000000e+001
3.034000e+001,4.100000e+001
3.036000e+001,4.600000e+001
3.038000e+001,4.800000e+001
3.040000e+001,3.600000e+001
3.042000e+001,4.500000e+001
3.044000e+001,4.800000e+001
3.046000e+001,4.400000e+001
3.048000e+001,4.500000e+001
3.050000e+001,4.800000e+001
3.052000e+001,5.000000e+001
3.054000e+001,4.200000e+001
3.056000e+001,5.900000e+001
3.058000e+001,4.200000e+001
3.060000e+001,5.100000e+001
3.062000e+001,5.000000e+001
3.064000e+001,4.700000e+001
3.066000e+001,5.200000e+001
3.068000e+001,6.400000e+001
3.070000e+001,4.700000e+001
3.072000e+001,4.200000e+001
3.074000e+001,3.200000e+001
